input_text,target_text
generate description: Thomas and Friends Track Master Dockside Delivery Crane Cargo and Cars Set,"Trackmaster Revolution Dockside Delivery Crane - BDP01 Cargo and Cars provide the perfect addition to your Thomas and Friends Track Master motorized railway. Use the removable cargo pieces to build a spinning crane then send your engines past. With buildable play and three cargo cars, the Dockside Delivery Crane brings even more adventure to your expandable Track Master world! Contents: Brown Brendam Bay Shipping Co. Truck with crane body and barrier Blue Brendam Bay Shipping Co. Truck with crane base Orange Slate Truck with crane arm and cargo Age Range 3-5 years Suitable Age From Suitable from 3 years"
generate description: 20Pcs Single-Head Model Garden Lights Lamppost Lamp Layout Scale: 1/100--Black,"These delicate model garden lights are mainly used in teaching, photography, and various kinds of scene model. Each of them is completed with wires and has single heads, which can be lighten with 6V power. Light up your model layout with this great model lamppost! Decsription: A pack of 20pcs model garden lights lamppost Each has single heads, completed with wires and bulbs Mainly used to decorate your model layout Voltage: 6V Scale: 1:100 Height: Approx: 6cm Material: Plastic Color: white and black Note: Please take note that we have 2 kinds in stock. (Please refer to the pictures) We will send one kind at random. Package Include: 20 x model garden lights 1:100"
generate description: Hornby 00 Gauge 247mm BR Gresley Teak Buffet Coach Model (Blue/ Grey),Product Description Hornby 00 gauge BR blue/grey gresley teak buffet coach. Period:1970s. This coach model is not suitable for children under 14 years. 247mm buffet coach model length.The truly fascinating and varied range of Hornby coaches offers something for most enthusiasts modelling the various regions and periods of the British rail network. Box Contains 1x Coach Model
generate description: Hornby 00 Gauge BR Peppercorn Class A1 Tornado Mainline Blue Sound Steam Locomotive,"Product Description Hornby '00' Gauge R3245TTS BR Peppercorn Class A1 ""Tornado"" Mainline Blue Sound Steam Locomotive Box Contains 1 x Steam Sound Locomotive"
generate description: Learning Curve Chuggington Interactive Bridges & Tunnels Starter Set,"Product Description The Chuggington Interactive Railway brings your favourite engines to life via SmartTalk(tm) technology! The Bridge & Tunnel Starter Set features 23 total pieces, including an Interactive Brewster engine plus two interactive train stops: a working drawbridge and a tunnel. Box Contains 1 x Interactive Brewster engine, 1 x Interactive tunnel, 1 x interactive drawbridge, 12 x curved track pieces, 4 x 3"" straight track pieces, 2 x 4"" straight track pieces, 2 x 3"" straight track pieces"
generate description: Hornby R3125 GWR 2-8-0T Class 52XX 00 Gauge Steam Locomotive,"Product Description Great Western designed locomotive used extensively to haul the heavy coal trains from the Welsh mines to the industrial North East of England.  Later many of these locomotives were dispersed to other parts of the UK railway network.This DCC Ready locomotive is compatible with analogue train layouts, but can easily be converted for use on a DCC (digital) layout. This loco is 'DCC Ready', meaning they feature a special socket ready to receive a DCC Decoder. To convert this locomotive for use on a DCC layout one of the following digital decoder chips are required; R8245 Sapphire Decoder or R8249 V1 3 NMRA Loco Decoder. Once this decoder is fitted it is ready to use on a DCC layout. Box Contains 1 x locomotive"
generate description: Hornby '00' Gauge R3169 RailRoad GWR 4-6-0 'Olton Hall' 4900 Hall Class Locomotive,Product Description RailRoad GWR 4-6-0 'Olton Hall' 4900 Hall Class Box Contains 1x Locomotive
generate description: Graham Farish 374-807 BR Mk1 RFO Restaurant Car Crimson & Cream,Suitable for the following scale(s): N Scale
generate description: 30 Ton Bogie Bolster BR Grey With Steel Pipes,Suitable for the following scale(s): OO ScaleEra 4/5.
generate description: Hornby R3162A BR 2-BIL 2 Car EMU Pack,"Suitable for the following scale(s): OO ScaleThe Southern Railway (SR) was established in 1923, linking London with the Channel ports, South West England, South coast resorts in Kent. It was the smallest of the 'Big Four' railway regions with most of it's revenue coming from passenger traffic rather than freight in the more densely populated region of southern England. A number of famous 'named' trains were operated by SR including the Brighton Belle, Bournemouth Belle, Golden Arrow, the Night Ferry (London - Paris and Brussels), Atlantic Coast Express and the Devon Belle. Both Richard Maunsell and Oliver Bulleid served as Chief Mechanical Engineers to the SR between 1923 and 1948 and both designed new locomotives and rolling stock to replace those inherited in 1923. The electrification of the region began in 1929 under the management of Sir Herbert Walker. On completion it was the world's largest electrified railway system. Southern Railway gave the designation 2-BIL to the DC third rail electric multiple units built during the 1930s. The formation was a 2-car set: MBTL-DTCL, and were called 2-BIL (2-car Bi-Lavatory stock) because each set had two lavatories, one in each car. They were built to work long distance semi-fast services on the newly electrified lines from London to Eastbourne, Portsmouth and Reading. Between 1935 and 1938, a total of 152 sets of the Class 2-BIL were built in 4 batches and were numbered 2001-2152. Numbers 2001-2010 in 1935 for service on the London to Eastbourne sector. Numbers 2011-2048 in 1936 for the London Waterloo to Alton and Portsmouth slow service. Numbers 2049-2116 in 1937 for the Portsmouth to Bognor Regis service and numbers 2117-2152 in 1938 for the London Waterloo to Reading route."
generate description: Ratio 610 GWR 4 wheel 3rd class 5 compartment coach,Suitable for the following scale(s): OO Scale
generate description: Hornby 00 Gauge 152mm BR 0-6-2T Steam Locomotive Model,"Product Description Hornby Class N2 DCC Ready 00 Gauge BR 0-6-2T steam locomotive train model. These spritely suburban passenger locomotives designed by Sir Nigel Gresley were first introduced on to the Great Northern Railway in November 1920. The majority of the class were working out of London, Kings Cross and Moorgate however some would have been seen in the Glasgow area. Only one of the class survives. Class: N2, designer: sir nigel gresley, entered service: 1920, number built: 107, purpose: suburban passenger, wheel configuration: 0-6-2T, length: 152mm, motor: 5 pole skew wound, DCC ready: DCC ready, livery: BR (late), finish: pristine. Box Contains 1x Locomotive Model"
generate description: Learning Curve Chuggington Interactive Koko,"Product Description An amazingly Interactive Chuggington World! Each Chuggington friend talks, reacts and interacts realistically with the Chuggington Interactive World. Each smart engine recognizes any other engine, reacts to any train stop and responds to your child's play. Engines recognise and ""magically"" talk to each other, training stops and set accessories.Koko is a fearless female streamlined Eurostar-type engine built for high speed. Unlike the other engines, Koko is completely electric and draws her power directly from the tracks beneath her. Box Contains 1 x Interactive Koko engine"
generate description: Power Trains 2 Pack - Graffiti Freight,"Collectible cars that are perfect for any Power Trains collection. Completely compatible, works on all track and with all engines."
generate description: Carousel Wooden Train Set (100 Piece),"This sustainably sourced wooden Carousel train set guarantees hours of fun for all the family, with an assortment of different track formations, bridges to build, plus trains and carriages to race around the track. It's compatible with other kinds of wooden sets too, so you can mix and match. Warning: Suitable from 3 years. Not suitable for children under 36 months - contains small parts which could be swallowed. Height 30.5cm, Width 45.7cm, Depth 10.2cm. Weight 2.75kg."
generate description: Hornby Model Railway Railroad 0-4-0 Transatlanic Industries Train OO Gauge R3212,Product Description Hornby RailRoad 0-4-0 Transatlantic Industries 00 gauge steam locomotive model. Safety Warning: This product is not suitable for children under 3 years because of small parts which could present a choking hazard. Some components have functional sharp edges. Handle with care. Only use this product with the recommended transformer. Made in China. Box Contains 1x Steam Locomotive Model
generate description: Piko 36165 35mm Metal Wheels (2 Axles),Suitable for the following scale(s): G Scale
