strategy_id,strategy_name,budget_required,min_budget,max_budget,technical_expertise,time_investment,min_time_weekly,max_time_weekly,conversion_rate,brand_awareness,lead_generation,customer_retention,best_for_industry,target_audience_size
972,Smart Customer Referral Programs Strategy,2,1903,6596,1,1,7,21,5,5,3,3,"E-commerce,Manufacturing,Lifestyle",2
973,Dynamic Voice Search Optimization Growth,5,1384,4963,2,2,6,17,1,2,4,4,"SaaS,Manufacturing",3
974,Hyper Conversational Marketing Growth,3,1126,9404,3,1,5,25,2,3,1,2,"B2B,Technology",3
975,NextGen Mobile App Marketing Plan,4,894,9139,4,1,1,16,3,3,3,4,"Restaurants,Lifestyle",1
976,Advanced SMS Marketing Campaign,1,1401,3599,4,5,3,20,2,3,2,3,"All,Services,News,Beauty",3
977,Advanced Retargeting Campaigns Growth,2,1612,5487,1,3,7,24,5,5,3,4,"Entertainment,Manufacturing,Real Estate",3
978,Advanced Interactive Content Growth,2,858,4422,2,2,1,26,4,3,4,2,Entertainment,2
979,Advanced Affiliate Marketing Campaign,5,1793,2719,3,1,10,30,2,3,1,1,"Finance,Gaming,Entertainment",4
980,Smart Affiliate Marketing Campaign,1,1832,2691,2,5,8,21,3,3,3,5,"News,Events,Restaurants",1
981,AI-Driven Trade Shows & Events Outreach,1,408,7190,4,2,6,15,1,3,3,1,"Fitness,Travel",5
982,Dynamic Augmented Reality Marketing Campaign,4,1700,6716,1,1,8,28,4,5,5,3,News,2
983,Hyper Pay-Per-Click Advertising Outreach,4,1740,5819,3,4,2,28,3,4,4,5,"Services,Technology,B2B,News",2
984,Targeted User-Generated Content Growth,4,125,8095,4,2,9,20,2,5,5,3,Services,3
985,Advanced Augmented Reality Marketing Plan,3,266,2461,1,2,4,16,4,5,5,4,"Fitness,Finance",2
986,Advanced Augmented Reality Marketing Growth,4,1821,6447,4,3,8,26,5,2,2,2,Travel,2
987,Targeted SMS Marketing Outreach,3,1740,8021,1,3,3,25,4,5,4,1,"Local Business,B2B,E-commerce,All",1
988,Targeted Influencer Marketing Strategy,3,652,5658,2,4,2,22,1,1,4,3,"News,SaaS,Education,Technology",1
989,Targeted Email Marketing Plan,2,1201,9018,3,4,6,23,3,5,4,3,"Local Business,Food",1
990,NextGen Customer Referral Programs Campaign,4,1814,7216,5,2,5,20,4,5,5,2,"Travel,Lifestyle,Finance,Food",1
991,NextGen Augmented Reality Marketing Engagement,4,121,3055,5,1,3,11,5,1,3,4,"Digital Products,Fashion",2
992,Ultimate Content Marketing Plan,2,189,6264,2,1,7,10,3,5,1,4,"Retail,Beauty,Local Business,SaaS",4
993,Targeted Pay-Per-Click Advertising Outreach,5,1715,8684,2,3,5,27,4,2,3,2,"Food,Products",1
994,Hyper Social Media Marketing Engagement,5,631,5490,1,1,8,26,1,5,2,3,"Services,Gaming,Travel",5
995,Advanced Search Engine Optimization (SEO) Campaign,2,638,5606,3,3,3,22,2,1,2,3,"Services,Restaurants,Food,Professional Services",3
996,NextGen Search Engine Optimization (SEO) Strategy,5,868,7543,5,4,5,29,3,3,1,2,"Products,Real Estate,Services",5
997,NextGen Outbound Sales Campaign,3,1158,8543,2,1,3,19,4,4,5,1,Technology,3
998,Hyper SMS Marketing Growth,3,1703,2280,1,5,2,29,2,2,2,2,"Food,Real Estate",4
999,AI-Driven Email Marketing Outreach,4,452,8500,3,4,8,26,3,2,5,1,Finance,3
1000,Dynamic Affiliate Marketing Growth,3,1413,2495,4,3,7,12,3,5,2,4,Products,4
